Brand,Model,Weight,Released on the market,For women,For kids,Frame material,Frame type,Collapsible frame,Color,Fork type,Shock absorber type,Shock absorber pressure,Fork name,Wheel drive,Drive type,Transmission type,Number of speeds,System name,Cassette name,Front derailleur gears name,Rear derailleur gears name,Shifters type,Shifters name,Front brakes,Front brakes name,Rear brakes,Number of wheels,Wheels diameter,Double rim,Rim material,Rims name,Tyres pattern,Tyres name,Handlebar type,Handlebar name,Seat type,Seat suspension,Seat name,Pedals type,Pedals name,Front panel,Rear panel panel,Trunk,Rearview mirror,Horn,Basket
Amigo,"004 26""",-,-,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Silver, Red, Black",Suspension,Spring wire,-,-,Rear,Chain,With an external switch,18,-,-,-,-,Grip-Shift,-,Yinxing,-,Yinxing,-,"26 """,Aluminium,Aluminium,-,-,"1.95""",Direct,Direct,Sports,Yonghua,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,A Matrix (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"24 """,Aluminium,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,A Matrix ASL (2014),12.6 kg,2014,-,-,Aluminum Alloy,Open,-,"White, Green",Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"24 """,Aluminium,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,A Ray 1.0 (2014),14.3 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Gray, Blue",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,Partial,Partial,-,-,-,-
Author,A Ray 2.0 (2014),13.4 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Gray, Red",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Avid Elixir 3,-,Avid Elixir 3,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,A Ray 3.0 (2014),12.9 kg,2014,-,-,carbon fibre (??????),Closed,-,"White, Blue, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Auriga,-,Tektro Auriga,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,A Ray 4.0 (2014),12.1 kg,2014,-,-,carbon fibre (??????),Closed,-,"White, Red, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Avid Elixir 7,-,Avid Elixir 7,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,A Ray 5.0 (2014),11.1 kg,2014,-,-,carbon fibre (??????),Closed,-,"White, Brown, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano XT,-,Shimano XT,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Airline (2014),12.8 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Gray, Blue",Suspension,-,60 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,-,-,-,-,-,-
Author,Aura 33 (2014),9.9 kg,2014,9.9 kg,-,Aluminum Alloy,Closed,-,"White, Light blue, Black",Tough,-,-,-,Rear,Chain,With an external switch,16,-,-,-,-,Racing,-,Tektro,-,Tektro,-,"28 """,-,Aluminium,-,Slicks,-,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Aura 44 (2014),9 kg,2014,9 kg,-,Aluminum Alloy,Closed,-,"White, Red, Black",Tough,-,-,-,Rear,Chain,With an external switch,18,-,-,-,-,Racing,-,Tektro,-,Tektro,-,"28 """,-,Aluminium,-,Slicks,-,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Aura 55 (2014),8.2 kg,2014,8.2 kg,-,Aluminum Alloy,Closed,-,"White, Green, Black",Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Tektro,-,Tektro,-,"28 """,-,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Avion (2014),11.9 kg,2014,-,-,carbon fibre (??????),Closed,-,"White, Blue, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,-,-,-,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,-,-,-,-,-,-
Author,Basic (2012),13.3 kg,2012,-,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,Spring wire / oil,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro 837AL,-,Tektro 837AL,-,"26 """,-,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Author,Basic (2012),13.3 kg,2012,No,No,Aluminum Alloy,Closed,-,"Black, White, Red (White/Black/Gray/Yellow)",Suspension,Spring wire / oil,100 mm,RST Gila TnL,Rear,Chain,With an external switch,27,SR Suntour XCR V3 (44-32-22),Shimano CS-HG20,Shimano Acera,Shimano Alivio,Trigger,Shimano Acera,Rim mechanical,Tektro 837AL,Rim mechanical,2,"26 """,-,Aluminium,AUTHOR Xenon,Mud,AUTHOR Trail Master,With the rise of,With the rise of,Sports,-,AUTHOR Mega Top,Platform,-,No,No,No,No,No,No
Author,Basic (2014),13.3 kg,2014,-,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro 837AL,-,Tektro 837AL,-,"26 """,-,-,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR alloy / resin,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Basic (2014),13.3 kg,2014,No,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro 837AL,-,Tektro 837AL,-,"26 """,-,-,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Basic ASL (2014),13.1 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Green, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro 837AL,-,Tektro 837AL,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Author,Bello 16 (2012),8.1 kg,2012,No,Yes 6 years,Aluminum Alloy,Open,-,Purple (White/Light blue),Tough,-,-,-,Rear,Chain,1-speed (?????????),-,Prowheel,-,-,-,-,-,Rim mechanical,-,Foot,2,"16 """,-,-,-,Semi slicks,-,With the rise of,With the rise of,Comfortable,-,-,Platform,-,Yes,Yes,No,No,No,No
Author,Charisma 55 (2014),7.9 kg,2014,7.9 kg,-,carbon fibre (??????),Closed,-,"White, Red, Black",Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Shimano 105,-,Shimano 105,-,"28 """,-,Aluminium,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Charisma 66 (2014),7.3 kg,2014,7.3 kg,-,carbon fibre (??????),Closed,-,"White, Yellow, Black",Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano Ultegra,-,Shimano Ultegra,-,"28 """,-,Aluminium,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Charisma 66E (2014),7.3 kg,2014,7.3 kg,-,carbon fibre (??????),Closed,-,"White, Red, Black",Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano Ultegra,-,Shimano Ultegra,-,"28 """,-,Aluminium,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Charisma 77 (2014),6.9 kg,2014,6.9 kg,-,carbon fibre (??????),Closed,-,"Yellow, Black",Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano Dura-Ace,-,Shimano Dura-Ace,-,"28 """,-,Aluminium,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Author,Classic (2012),13.5 kg,2012,-,-,Aluminum Alloy,Closed,-,"Blue, Black",Suspension,Spring-elastomer,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,-,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Author,Classic (2012),13.5 kg,2012,No,No,Aluminum Alloy,Closed,-,"Black, Blue (Black/Golden)",Suspension,Spring-elastomer,60 mm,RST Neon,Rear,Chain,With an external switch,24,SR Suntour XCT,Shimano CS-HG31,Shimano Tourney FD-TX51,Shimano Acera,Trigger,Shimano Acera,Rim mechanical,Tektro 855AL,Rim mechanical,2,"28 """,-,Aluminium,AUTHOR Xenon Cross,Semi slicks,AUTHOR Tour,With the rise of,With the rise of,Sports,-,AUTHOR Mega Top,Platform,-,No,No,No,No,No,No
Author,Classic (2013),13.2 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,AUTHOR NonSlip resin,Sports,Platform,-,-,-,-,-,-,-
Author,Classic (2013),13.2 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,2,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Classic (2014),13.3 kg,2014,-,-,Aluminum Alloy,Closed,-,"Gray, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,AUTHOR NonSlip resin,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Classic (2014),13.3 kg,2014,No,-,Aluminum Alloy,Closed,-,"Gray, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro (855AL),-,Tektro (855AL),-,"28 """,Yes,Aluminium,-,Semi slicks,-,-,-,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Classic ASL (2012),13.6 kg,2012,-,-,Aluminum Alloy,Closed,-,"Red, Light blue",Suspension,Spring-elastomer,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,-,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Author,Classic ASL (2012),13.6 kg,2012,Yes,No,Aluminum Alloy,Closed,-,"White, Bordeaux??? (White/Light blue)",Suspension,Spring-elastomer,60 mm,RST Neon,Rear,Chain,With an external switch,24,SR Suntour XCT,Shimano CS-HG31,Shimano Tourney FD-TX51,Shimano Acera,Trigger,Shimano Acera,Rim mechanical,Tektro 855AL,Rim mechanical,2,"28 """,-,Aluminium,AUTHOR Xenon Cross,Semi slicks,AUTHOR Tour,With the rise of,With the rise of,Sports,-,AUTHOR Soft Touch,Platform,-,No,No,No,No,No,No
Author,Classic ASL (2013),13.2 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Purple",Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Travel,Platform,Travel,Platform,-,-,-,-,-,-,-
Author,Classic ASL (2013),13.2 kg,2013,Yes,-,Aluminum Alloy,Closed,-,"White, Purple",Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,2,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Travel,No,-,Platform,-,No,No,No,No,-,No
Author,Classic ASL (2014),13.2 kg,2014,-,-,Aluminum Alloy,Open,-,White,Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,-,-,Sports,AUTHOR NonSlip resin,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Classic ASL (2014),13.2 kg,2014,Yes,-,Aluminum Alloy,Open,-,White,Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro (855AL),-,Tektro (855AL),-,"28 """,Yes,Aluminium,-,Semi slicks,-,-,-,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Codex (2014),12.6 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Green, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"28 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,-,-,-,-,-,-
Author,Compact (2012),12.2 kg,2012,-,-,Aluminum Alloy,Closed,-,"Blue, Black",Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,-,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,-,-,Platform,-,-,-,-,-,-,-
Author,Compact (2012),12.2 kg,2012,No,No,Aluminum Alloy,Closed,-,"Black, Blue (Black/Golden)",Tough,-,-,-,Rear,Chain,With an external switch,21,Prowheel,Shimano MF-TZ21,Shimano Tourney FD-TX51,Shimano Tourney RD-TX35,Trigger,Shimano Revo,Rim mechanical,Tektro 855AL,Rim mechanical,2,"28 """,-,Aluminium,-,Semi slicks,AUTHOR Tour,With the rise of,With the rise of,Sports,-,-,Platform,-,No,No,No,No,No,No
Author,Compact (2013),12.4 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Light blue",Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Author,Compact (2013),12.4 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Light blue",Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,2,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Compact (2014),13.1 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Light blue",Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Grip-Shift,-,Tektro,-,Tektro,-,"28 """,-,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Compact (2014),13.1 kg,2014,No,-,Aluminum Alloy,Closed,-,"White, Light blue",Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Grip-Shift,-,Tektro (855AL),-,Tektro (855AL),-,"28 """,-,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Context 27 (2014),13.8 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Draco,-,Tektro Draco,-,"27.5 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,-,-,-,-,-,-
Author,Corsa (2014),13.2 kg,2014,-,-,Aluminum Alloy,Open,-,"White, Gray, Lilac",Suspension,-,60 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Cosmic (2014),8.9 kg,2014,8.9 kg,-,Aluminum Alloy,Closed,-,"White, Red",Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"20 """,-,-,-,Mud,-,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,2014,-
Author,Cosmic (2014),8.9 kg,2014,No,-,Aluminum Alloy,Closed,-,"White, Red",Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"20 """,-,-,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Dexter (2012),13.9 kg,2012,-,-,Aluminum Alloy,Closed,-,"White, Green, Black",Suspension,Spring wire / oil,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"26 """,-,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Author,Dexter (2012),13.9 kg,2012,No,No,Aluminum Alloy,Closed,-,"Black, White, Green (Black/White/Orange)",Suspension,Spring wire / oil,100 mm,RST Blaze TNL,Rear,Chain,With an external switch,27,SR Suntour XCR V3,Shimano CS-HG30,Shimano Acera,Shimano Alivio,Trigger,Shimano Alivio,Hydraulic disc,Tektro,Hydraulic disc,2,"26 """,-,Aluminium,AUTHOR Xenon,Mud,AUTHOR Trail Master,With the rise of,With the rise of,Sports,-,AUTHOR Mega Top,Platform,-,No,No,No,No,No,No
Author,Dexter (2014),13.9 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Gray, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,-,-,-,-,-,-
Author,Duplex (2014),10.1 kg,2014,-,-,Aluminum Alloy,Open,-,White,Tough,-,-,-,Rear,Chain,With an external switch,9,-,-,-,-,Grip-Shift,-,Kinetix,-,Kinetix,-,"20 """,-,Aluminium,-,Slicks,Slicks,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Dynasty (2014),16.7 kg,2014,-,-,Aluminum Alloy,Open,-,"White, Green",Suspension,-,50 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,-,-,Sports,???????????? ?????,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Egoist 27 (2014),12.1 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Blue, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano XT,-,Shimano XT,-,"27.5 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Energy (2014),10.9 kg,2014,6 - 9 years,-,Steel,Closed,-,"White, Red",Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"20 """,Aluminium,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Era 1.0 (2014),14.2 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Green, Black",Suspension,-,130 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Avid Elixir 3,-,Avid Elixir 3,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Era 2.0 (2014),13.4 kg,2014,-,-,carbon fibre (??????),Closed,-,"White, Red, Black",Suspension,-,130 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Avid Elixir 5,-,Avid Elixir 5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Era 3.0 (2014),12.3 kg,2014,-,-,carbon fibre (??????),Closed,-,"White, Black",Suspension,-,140 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano XT,-,Shimano XT,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Grand (2014),13.7 kg,2014,-,-,Aluminum Alloy,Closed,-,"Gray, Red, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"28 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Grand ASL (2014),13.6 kg,2014,-,-,Aluminum Alloy,Open,-,"White, Gray, Green",Suspension,-,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,AUTHOR,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Horizon (2012),13.3 kg,2012,-,-,Aluminum Alloy,Closed,-,White,Suspension,Spring-elastomer,50 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Grip-Shift,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,-,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Author,Horizon (2012),13.3 kg,2012,No,No,Aluminum Alloy,Closed,-,White (Red),Suspension,Spring-elastomer,50 mm,RST 790C,Rear,Chain,With an external switch,24,Prowheel,Shimano CS-HG31,Shimano Tourney FD-TX51,Shimano Acera,Grip-Shift,Shimano Revo,Rim mechanical,Tektro 855AL,Rim mechanical,2,"28 """,-,Aluminium,-,Semi slicks,AUTHOR Tour,With the rise of,With the rise of,Sports,-,AUTHOR Mega Top,Platform,-,No,No,No,No,No,No
Author,Horizon (2013),13.3 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Red",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,AUTHOR NonSlip resin,Sports,Platform,-,-,-,-,-,-,-
Author,Horizon (2013),13.3 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Red",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,2,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Horizon (2014),13.3 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,AUTHOR NonSlip resin,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Horizon (2014),13.3 kg,2014,No,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro (855AL),-,Tektro (855AL),-,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Impulse (2013),14.1 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Author,Impulse (2013),14.1 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
Author,Impulse (2014),14.2 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Red, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Tektro HDC300,-,Tektro HDC300,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Author,Instinct 27 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Green, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"27.5 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Instinct ASL (2014),12.5 kg,2014,-,-,Aluminum Alloy,Closed,-,"White, Purple",Suspension,-,80 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,contact,-,-,-,-,-,-,-
Author,Integra (2012),13.8 kg,2012,-,-,Aluminum Alloy,Open,-,"Golden, Black",Suspension,Spring-elastomer,60 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro 855AL,-,Tektro 855AL,-,"28 """,-,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Author,Integra (2012),13.8 kg,2012,Yes,No,Aluminum Alloy,Open,-,"Black, Golden (White/Golden)",Suspension,Spring-elastomer,60 mm,RST Neon,Rear,Chain,With an external switch,24,SR Suntour XCT,Shimano CS-HG31,Shimano Tourney FD-TX51,Shimano Acera,Trigger,Shimano Acera,Rim mechanical,Tektro 855AL,Rim mechanical,2,"28 """,-,Aluminium,AUTHOR Xenon Cross,Semi slicks,AUTHOR Tour,With the rise of,With the rise of,Sports,-,AUTHOR Soft Touch,Platform,-,No,No,No,No,No,No
