Fiyat,Marka,Model,Model Yılı,Bisiklet Sınıfı,Kullanıcı Sınıfı,Yaş Grubu,Cinsiyet,Vites Sayısı,Kadro Malzemesi,Ağırlık,Jant Çapı,Jant Malzemesi,Fren Tipi,Amortisör,Amortisör Konumu,Amortisör Türü,Elektrik Motoru,Akü Gerilimi,Akü Kapasitesi,Motor Gücü,Azami Sürüş Menzili,Şarj Süresi
2880,Bianchi,RCX 529,2020,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3375,Bianchi,RCX 627,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3500,Bianchi,RCX 629,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,RCX 727,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,RCX 729,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3374,Bianchi,Retro,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Rosa,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Ruby,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,16,Alüminyum / Alaşım,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Shark 26,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Bianchi,Sissy,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,SLR 200,2018,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,SLR 400,2018,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,16,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,SLR 500,2018,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,18,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,SLR 600,2018,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1589,Bianchi,Snap,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Bianchi,Speciallissima Super Record,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,Karbon,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Speed 1000,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Speed 3000 26,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Speed 7227 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,SPEED 8000,----,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Speed 9000 26,2016,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Spice 24,2016,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Spice Bayan 24,2016,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Spider 400,2020,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2250,Bianchi,Spider 401,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1000,Bianchi,Sport,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Alüminyum / Alaşım,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1117,Bianchi,Star,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Strada 104,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Strada 105,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Strada Bayan,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Strada,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,TDL 1300,----,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Teen 24,2016,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bianchi,Touring 305,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 313,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 405,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 411,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 413,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 513,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 613 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 713,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 727,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 730 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Touring 821,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Sedona,320,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2318,Bianchi,Travel 504,2019,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Travel 505,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Travel 506,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bianchi,Violet,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1100,Bisan,CTS 5100 24,2019,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1126,Bisan,CTS 5100 26,2019,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1156,Bisan,CTS 5200,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1093,Bisan,CTS 5300 26,2019,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1093,Bisan,CTS 5300 28,2019,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1920,Bisan,CTX 6100,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2420,Bisan,CTX 6200,2019,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1930,Bisan,FX 3500,2019,Katlanır Bisiklet,Yetişkin,----,Unisex,6,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
683,Bisan,KDS 2400,2020,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1100,Bisan,KDS 2600,2020,Dağ Bisikleti,Çocuk,----,Erkek,10,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
881,Bisan,KDS 2700,2019,Dağ Bisikleti,Çocuk,----,Erkek,10,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
752,Bisan,MTS 4100 24,2019,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
803,Bisan,MTS 4100 26,2019,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
940,Bisan,MTS 4200,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
944,Bisan,MTS 4300 24,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
944,Bisan,MTS 4300 26,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
1341,Bisan,MTS 4400,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
1304,Bisan,MTS 4500 29,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli / V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1164,Bisan,MTX 7100 26,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1533,Bisan,MTX 7100 27.5,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1574,Bisan,MTX 7100 29,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1728,Bisan,MTX 7200 26,2019,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2687,Bisan,MTX 7400 27.5,2019,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
935,Bisan,Roadstar GL,2019,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,1,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
2030,Bisan,RX 9100,2019,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,14,Alüminyum / Alaşım,11.1 kg,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1564,Bisan,SPX 3400,2019,Dağ Bisikleti,Yetişkin,----,Erkek,24,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
965,Bisan,SPX-3050 24,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Bisan,SPX-3050 26,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
981,Bisan,SPX-3250,----,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
1979,Bisan,TRX 8100,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1682,Bisan,TRX 8200,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bisan,XTY - 5600 HD,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Tern,Link C8,2017,Katlanır Bisiklet,Yetişkin,----,Unisex,8,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Bisan,XTY 5400 HD,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bisan,XTY 5400 MD,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bisan,XTY 5400 V,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bisan,XTY 5600 MD,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Bisan,XTY 5600 V,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Cannondale,Althea 3 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,24,----,----,28 inç,----,V Frenli,Var,Sadece Ön,----,----,----,----,----,----,----
----,Cannondale,Alu Flash 2 26,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,26 inç,----,Mekanik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,Bad Boy 4 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,----,----,28 inç,----,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
17312,Cannondale,Beast of The East 3 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,10,Alüminyum / Alaşım,----,27.5 inç,----,Mekanik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,CAAD10 Track 1 Fixie 28,2016,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,1,----,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,CAAD8 5 105 Comp. 28,2016,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,----,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,CAAD8 6 Tiagra Trip. 28,2016,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,30,----,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Contro 1 700 M 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,18,Alüminyum / Alaşım,----,28 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,F SI AL 2 Womens 27.5,2016,Dağ Bisikleti,Yetişkin,----,Kadın,30,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
19259,Cannondale,F SI AL 3 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,F SI Alloy 1 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,F SI Carbon 3 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,F SI Carbon 4 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Karbon,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Corratec,29ER One Gent Cross 29,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,----,Hidrolik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Flash 1 Carbon 26,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Karbon,----,26 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,Habit 3 Carbon 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Karbon,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Ön ve Arka,Havalı,----,----,----,----,----,----
17310,Cannondale,Habit 6 Alloy 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Ön ve Arka,Havalı,----,----,----,----,----,----
----,Cannondale,Quick 4 28,----,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,27,----,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Quick 5 28,----,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,27,----,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Scalpel 4 Alloy 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Ön ve Arka,Havalı,----,----,----,----,----,----
----,Cannondale,Supersix Evo HI Mod Ultegra 28,2016,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Supersix Evo Ultegra,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
25501,Cannondale,Synapse Carbon Disc 105,2016,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,----,Hidrolik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Synapse Carbon Tiagra,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,20,Karbon,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Tesoro 2 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,----,----,28 inç,----,Hidrolik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Touring 1 Trekking Bike 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,20,----,----,28 inç,----,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Cannondale,Trail 2 27.5,----,Dağ Bisikleti,Yetişkin,----,Erkek,30,----,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
11450,Cannondale,Trail 3 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Cannondale,Trail 4 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Cannondale,Trail 5 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Cannondale,Trail 6 M 27.5,2016,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Cannondale,Trail SL 3 29,2016,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Cannondale,Trail Tango 7 27.5,2016,Dağ Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,----,27.5 inç,----,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Cannondale,Trail Womens 4 27.5,2016,Dağ Bisikleti,Yetişkin,----,Kadın,27,Alüminyum / Alaşım,----,27.5 inç,----,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
